novel_id	tag	gender	fullname
360509	2	0	爱丽丝
360655	2	0	绿珠
360711	1	1	威廉
360817	1	1	阿翊
360854	1	2	莫里斯
360899	2	0	小喵
361039	2	0	安德鲁
361039	1	1	罗斯特·密
361269	1	2	伊莉莎白·巴托里
361269	1	1	法兰兹·纳达斯
361270	1	2	莉莉丝
361353	1	2	阿树
361402	1	2	弗依娜·界·乔奈儿
361402	1	2	西戴兹·界·乔奈儿等俊男美女
361511	1	2	小兰
361591	2	0	阿九
361735	1	1	晨光
361881	1	2	安妮
361982	2	0	小优
362023	2	0	小蒋
362023	2	0	阿八
362223	2	0	堂本光一
362345	1	1	嬴政
362377	1	1	費文
362378	2	0	小真
362394	1	1	小黑
362430	2	0	凯伊
362430	2	0	卢卡斯
362430	1	1	肖恩
362442	2	0	小雨
362492	2	0	小小
362492	2	0	小小
362506	3	0	小豆丁
362538	2	0	德妃
362538	2	0	胤祥
362538	2	0	胤祥
362538	2	0	胤禛
362538	2	0	胤禛
362538	2	0	胤禟
362538	2	0	胤禟
362538	1	1	胤禩
362538	1	1	胤禩
362538	2	0	胤禵
362538	2	0	胤禵
362538	2	0	良妃
362538	1	2	钮祜禄·吟心
362624	1	2	小茹
362856	3	1	卡列·伊修斯
362856	3	1	道柯·卡莫尔
362879	2	0	大莆
362879	2	0	小月
362879	1	2	阿不
362879	2	0	阿申
362889	2	0	胤俄
362889	2	0	胤祺
362889	2	0	胤祺
362889	2	0	胤禌
362889	1	1	胤禩
362889	1	1	胤禩
362897	2	0	小贼
362951	2	0	阿凯
363020	2	0	胤禛
363020	2	0	胤禛
363236	2	0	小妹妹
363236	2	0	小宏
363236	1	1	小珠
363300	3	0	彼得
363638	1	2	娜琪
363638	2	0	阿瑞斯
363670	1	1	伊森·克莱尔
363670	1	1	韦恩·普里斯科特
363871	2	0	安东尼奥
364112	2	0	米歇尔
364127	2	0	妲己
364280	2	0	小佐
364434	1	1	冥·宇劫
364434	2	0	卉·丹休
364434	2	0	樱·洁灵
364434	1	1	狼·风
364434	2	0	道·愧
364456	3	0	小斜
364693	1	2	小可
364699	2	0	卡米尔
364699	1	1	格雷斯
364699	2	0	罗杰斯
365481	2	0	小慈
365971	1	2	诺诺
365998	1	1	小离
366011	2	0	大林
366178	2	0	阿坂
366178	2	0	阿飞
366403	1	2	东方神起
366403	2	0	紫琳
366412	2	0	小宝
366553	2	0	阿海
366553	2	0	阿海
366564	1	2	小茹
366627	1	2	胤禩
366627	1	2	胤禩
366765	2	0	老黄
366810	2	0	小丫等
367216	1	2	小游
367253	2	0	茱莉
367253	1	1	莱斯特
367403	2	0	大肚
367613	1	2	杰西卡
367616	1	1	小唯
367658	1	1	小杰
367691	2	0	阿琪
367732	3	0	此人是伪·主角来着
367784	2	0	小雅
367862	2	0	小柔
367942	2	0	大鹏
367942	2	0	小展
367942	2	0	阿飞
368052	1	2	小鱼
368097	1	1	比尔
368100	2	0	阿罗
368137	2	0	启航
368137	2	0	阿清
368137	2	0	阿清
368157	1	1	小俊
368157	1	1	小言
368261	2	0	小羽
368261	1	2	阿信
368261	2	0	阿昊
368509	2	0	老黄
368606	1	1	小主人
368606	1	2	小巴
368655	2	0	小兰
368655	1	1	小洁
368655	1	2	阿秋
368673	2	0	朱迪
368673	1	1	杰伊
368801	2	0	胤祥
368801	2	0	胤祥
368801	2	0	胤祯
368801	2	0	胤祯
368801	1	1	胤禛
368801	1	1	胤禛
368811	2	0	小秋
368924	1	2	苏西·伊斯那尔
369051	2	0	小李
369051	2	0	小赵
369274	1	1	千十·亚特贺索
369281	2	0	卡尔
369281	2	0	吉安娜
369336	1	2	小玄子
369336	1	1	阿紫
369383	1	2	穆赫·绿妖
369424	1	1	妞妞
369520	2	0	永乐
369536	1	2	小米
369625	1	1	上田龙也
369625	1	1	中丸雄一
369625	2	0	内博贵
369625	2	0	田中圣
369625	2	0	赤西仁
369625	2	0	锦户亮
369625	2	0	龟梨和也
369687	1	2	子云
369687	2	0	子玉
369687	2	0	阿吉
369687	2	0	阿吉
369843	2	0	查理
370027	2	0	老九
370027	2	0	老康
370527	1	1	肖恩
370551	1	1	亚历山大
370552	2	0	小仙
370769	1	1	雷尔夫
370850	1	2	小和尚
370872	2	0	小辛
370872	2	0	小辛
371103	1	2	小孩
371308	1	2	阿懒
371323	2	0	大卫
371323	2	0	大卫
371490	2	0	老仙
371513	2	0	允祥
371514	2	0	佐藤
371514	2	0	比尔
371659	2	0	杜威
371773	3	2	小米
371950	1	1	大丁
371950	2	0	小樽
371951	1	2	阿娇
371951	1	2	阿娇
371957	1	2	阿福
371962	2	0	大脸
371962	2	0	小晴
371962	1	2	阿宣
371962	1	1	阿棕
371986	2	0	小怡
371986	2	0	老曹
372006	2	0	军臣单于
372072	2	0	海斯
372077	1	2	亚历山大
372106	2	0	小米
372121	2	0	小护士
372300	2	0	大师兄
372300	1	1	小三
372419	1	2	小柯
372419	1	2	小柯
372465	2	0	重泉
372583	1	2	小秋
372647	1	1	小从
372647	1	1	小力
372788	2	0	埃德
372863	2	0	胤祥
372863	2	0	胤祥
372863	1	1	胤禛
372863	1	1	胤禛
372863	2	0	胭脂
372864	1	2	忽必烈
372864	2	0	阿思兰
372864	1	1	阿里不哥
372922	1	2	利蒂希娅·梵卓
372922	2	0	奥尔登·勒森巴
372933	1	1	小天
372933	2	0	阿良
372933	2	0	阿良
372939	1	2	纱织
372993	2	0	大臣朱
373185	2	0	威廉
373185	2	0	小宇
373185	2	0	杰斯
373202	2	0	小陌
373469	2	0	阿紫
373472	1	2	小义
373647	2	0	小绿
373647	2	0	阿荣
373647	2	0	阿荣
373682	1	2	小舞
373727	2	0	老三
373727	2	0	老四
373746	2	0	夫差
373746	1	1	西施
373845	2	0	凯特
373845	2	0	艾米
373855	2	0	小米
373986	3	1	大白
374098	1	2	阿翔
374098	1	1	阿锦
374135	3	2	小云
374135	1	1	小游
374258	2	0	小葵
374265	2	0	克莱尔
374265	2	0	腐女
374505	2	0	老八
374505	1	2	胤镇
374544	1	2	小昭
374544	2	0	小萍
374572	1	2	嫦娥
374572	1	2	雪儿
374685	1	2	小丫
374737	2	0	嫦娥
374907	1	2	亚历山大
374986	1	2	胤禛
374986	1	2	胤禛
374990	1	1	凯文
375051	2	0	痕痕
375096	2	0	胤礽
375096	2	0	胤礽
375096	2	0	胤祉
375096	2	0	胤祉
375096	2	0	胤禟
375096	2	0	胤禟
375108	1	1	小鲤
375167	2	0	凯莉
375299	1	1	海斯
375346	2	0	小凯
375423	1	2	小泉
375450	2	0	杜威
375507	2	0	雷克斯
375530	1	1	胤禛
375530	1	1	胤禛
375548	3	2	小楠
375548	3	1	阿星
375566	1	2	艾丝柯林·伊丽莎白
375690	1	2	阿白
375835	1	2	嫦娥
376108	1	2	小念
376168	2	0	胤禛
376168	2	0	胤禛
376168	2	0	胤裪
376168	2	0	胤裪
376266	2	0	小七
376266	2	0	真夜
376283	2	0	大伟
376300	1	2	小艾
376344	2	0	诺雅·斯特兰
376391	2	0	瑞奇
376435	1	2	安妮
376746	2	0	小燕
376798	1	2	小雨
377056	1	1	阿夹
377101	1	1	阿龙
377101	1	1	阿龙
377264	1	1	小梅
377265	1	1	胤禛
377265	1	1	胤禛
377315	2	0	大乔
377315	2	0	大乔
377315	1	2	小乔
377315	1	2	小乔
377326	1	2	老者
377440	1	1	小七
377577	1	1	老三
377577	2	0	老二
377577	1	1	老四
377577	2	0	老大
377635	3	2	素馨
377635	3	2	胤禛
377635	3	2	胤禛
377691	2	0	八八
377701	2	0	小花
377702	1	2	小寻
377829	1	2	小郡主
377845	2	0	圣·霍华德
377940	3	1	兆佳·言韵
377940	3	0	博尔济吉特·行律
377940	2	0	胤祥
377940	2	0	胤祥
377940	2	0	胤禛
377940	2	0	胤禛
378030	1	2	妲己
378128	1	2	阿瑾遇
378213	1	1	小琪
378242	2	0	姮娥
378261	2	0	凯特
378307	1	2	雪儿
378352	2	0	阿城
378514	2	0	伊织
378537	2	0	胤祥
378537	2	0	胤祥
378537	2	0	胤祯
378537	2	0	胤祯
378537	1	1	胤禛
378537	1	1	胤禛
378537	2	0	胤禟
378537	2	0	胤禟
378876	2	0	胤桢
378876	1	1	胤祥
378876	1	1	胤祥
378876	1	2	胤禄
378876	1	2	胤禄
378876	2	0	胤禑
378876	2	0	胤禛
378876	2	0	胤禛
378876	2	0	胤禟
378876	2	0	胤禟
378876	2	0	胤禩
378876	2	0	胤禩
378915	1	2	妲已
379006	2	0	斯蒂夫
379053	2	0	小三
379053	2	0	小佳
379082	2	0	馨子
379153	1	1	胤禛
379153	1	1	胤禛
379249	2	0	小黑
379264	1	2	小枫
379339	1	2	爱新觉罗·常宁
379372	2	0	小懮
379414	1	2	牡丹
379423	2	0	上田龙也
379423	2	0	赤西仁
379423	1	2	龟梨和也
379481	2	0	小随
379532	1	2	小暮
379532	1	2	小透
379560	1	2	凯文
379560	1	1	萨拉
379678	1	2	小紫
379774	2	0	小乔
379774	2	0	小乔
379846	2	0	耶律倍
379846	2	0	耶律德光
379884	2	0	大臣
379903	2	0	小川
380010	1	1	小宜
380185	2	0	八八
380300	1	2	玛丽
380450	1	2	某虎
380729	1	0	小笨孩
380828	1	2	小一
381262	2	0	胤禟
381262	2	0	胤禟
381262	1	1	胤禩
381262	1	1	胤禩
381290	2	0	阿卡
381475	2	0	胤祥
381475	2	0	胤祥
381475	2	0	胤禔
381475	2	0	胤禔
381475	1	2	胤禛
381475	1	2	胤禛
381475	2	0	胤禟
381475	2	0	胤禟
381475	2	0	胤禩
381475	2	0	胤禩
381475	2	0	胤禵
381475	2	0	胤禵
381475	2	0	胤誐
381540	1	1	肖·雷特
381540	1	2	蒂卡娜·温帕
381634	1	2	阿萄
381696	1	2	阿米迪
381734	2	0	小莫
381746	2	0	小黎
381788	1	1	阿紫
382067	1	1	劳伦·杰克逊
382069	1	1	古罗思·欧托
382069	1	2	莉娜·艾音
382093	2	0	小路
382134	1	1	小花匠
382149	1	1	阿运
382230	2	0	小五
382230	1	1	小印
382230	1	2	小茶
382241	1	1	凯尔
382398	2	0	曼陀罗
382716	2	0	大叔
382844	2	0	小纷
382855	1	2	老方
382916	1	1	格雷
382929	2	0	乔治
382929	2	0	亚瑟
382944	1	1	赫舍里·梓青
383009	2	0	小丁
383058	2	0	噶尔丹
383093	1	1	格雷斯
383093	2	0	维克多
383093	1	1	道格拉斯
383204	1	1	小狐狸
383297	2	0	小乐
383297	2	0	小美
383330	2	0	卡巴
383330	2	0	小蛮
383330	2	0	小蛮
383639	2	0	雪儿
383653	2	0	胤祥
383653	2	0	胤祥
383653	2	0	胤祯
383653	2	0	胤祯
383653	2	0	胤禛
383653	2	0	胤禛
383653	2	0	胤禟
383653	2	0	胤禟
383653	1	1	胤禩
383653	1	1	胤禩
383789	2	0	哈伦
383892	2	0	敏琦
383892	2	0	胤祥
383892	2	0	胤祥
383892	1	1	胤祯
383892	1	1	胤祯
383892	2	0	胤禛
383892	2	0	胤禛
384062	2	0	小米
384162	2	0	小森林
384167	2	0	雷诺
384215	1	2	張辰
384215	2	0	文森
384215	2	0	胡安娜
384366	2	0	胤禔
384366	2	0	胤禔
384366	2	0	胤禛
384366	2	0	胤禛
384366	2	0	胤禩
384366	2	0	胤禩
384366	2	0	胤禵
384366	2	0	胤禵
384379	1	2	大牛
384503	1	2	春梅
384611	1	1	若水
384655	1	1	凯恩
384684	2	0	宜妃
384684	2	0	德妃
384809	1	1	老孟
384809	1	2	老裴
384853	2	0	小春
384856	1	1	老艾
384863	1	2	老庄
384868	2	0	拉斐尔
384868	2	0	索菲娅
384958	2	0	自来也
385019	1	2	小叶子
385121	3	2	小如
385121	1	1	小玄子
385183	2	0	肖笑所爱的人·所有爱肖笑的人
385186	2	0	胤祥
385186	2	0	胤祥
385186	2	0	胤禑
385186	1	1	胤禛
385186	1	1	胤禛
385189	2	0	小玉
385189	1	2	小英
385273	1	1	老坎
385309	2	0	七夜
385309	2	0	瑶姬
385335	2	0	亚历山大
385349	2	0	大麦茶
385349	2	0	小春
385353	1	2	乔西
385386	1	2	伊莎贝尔
385548	1	1	北平
385653	1	2	小紫
385798	2	0	小宜
386009	1	1	小未
386009	1	2	阿薇
386130	1	1	胭脂
386360	2	0	小文
386360	1	1	老发
386360	1	1	老抽
386422	2	0	胤禛
386422	2	0	胤禛
386449	2	0	阿威
386497	1	2	阿囡
386497	1	1	阿摇
386566	2	0	老骨
386606	2	0	小惠
386723	2	0	大鹏
386850	1	2	小七
386911	2	0	八八
386911	2	0	弋阳
387065	1	1	小蝉
387077	1	1	老四
387090	1	2	小磬
387106	2	0	老猫
387110	1	1	小陌
387231	2	0	小琪
387333	1	1	小狸
387343	1	2	绿珠
387490	1	2	小丑
387490	1	2	小丑
387494	2	0	小小
387494	2	0	小小
387494	2	0	阿七
387494	2	0	阿三
387501	1	2	兰斯
387511	1	2	小北
387511	1	2	小北
387597	1	2	阿末
387597	2	0	阿茶
387635	2	0	济沐尔舒·秋黛
387705	2	0	小意
387946	1	2	小妖
387987	2	0	罗比
388116	2	0	胤禛
388116	2	0	胤禛
388177	2	0	大崔狗
388261	1	1	胤祯
388261	1	1	胤祯
388261	2	0	胤禛
388261	2	0	胤禛
388328	2	0	阿啸
388364	2	0	杰书
388364	2	0	胤祀
388364	2	0	胤祥
388364	2	0	胤祥
388364	3	0	胤禛
388364	3	0	胤禛
388364	2	0	胤禵
388364	2	0	胤禵
388382	1	2	小悠
388642	2	0	大玉儿
388642	2	0	小玉儿
388642	2	0	豪格
388774	2	0	小钟
388783	2	0	小文
388946	2	0	小杰
389205	1	1	小灯
389251	2	0	子元
389304	1	1	安娜
389304	2	0	罗恩
389484	1	2	小莫
389484	1	1	阿木
389484	1	1	阿木
389548	2	0	老爸
389566	1	1	倩娘
389569	1	1	胤祺
389569	1	1	胤祺
389569	2	0	胤禛
389569	2	0	胤禛
389569	2	0	胤禟
389569	2	0	胤禟
389569	2	0	胤禩
389569	2	0	胤禩
389762	2	0	杜威
389838	1	0	克里斯
389860	2	0	小丫
389860	2	0	阿涩
390127	3	0	小汤
390206	1	1	尼尔·贝斯特
390206	1	1	罗杰·普拉切特
390268	2	0	爱新觉罗·保绶胤祹
390268	2	0	胤祉
390268	2	0	胤祉
390268	2	0	胤祐
390268	2	0	胤祐
390268	2	0	胤祚
390268	2	0	胤祚
390268	2	0	胤祺
390268	2	0	胤祺
390268	2	0	胤禛
390268	2	0	胤禛
390268	2	0	胤禟
390268	2	0	胤禟
390268	2	0	胤禩
390268	2	0	胤禩
390322	2	0	宜妃
390322	2	0	胤祉
390322	2	0	胤祉
390322	2	0	胤祺
390322	2	0	胤祺
390322	2	0	胤禛
390322	2	0	胤禛
390452	2	0	小轩
390536	2	0	菲尔
390698	2	0	大马
390698	1	1	桃子
390734	2	0	小五
390755	2	0	小鱼
390755	2	0	零·红蝶
390872	2	0	德龄
390872	1	2	赫叶勒·珠儿
390872	3	1	载湉
390872	2	0	阿布
390872	2	0	阿布
391089	2	0	阿斯
391171	2	0	胤俄
391171	2	0	胤祀
391171	2	0	胤祥
391171	2	0	胤祥
391171	1	1	胤禛
391171	1	1	胤禛
391171	2	0	胤禟
391171	2	0	胤禟
391171	2	0	那拉·缨络
391171	2	0	钮祜禄·茹月
391198	2	0	小孟等
391334	2	0	安迪
391542	1	1	小明
391542	1	2	小熊
391602	1	1	向北
391775	2	0	胤俄
391775	1	1	胤祥
391775	1	1	胤祥
391775	2	0	胤禛
391775	2	0	胤禛
391859	2	0	大祭司
392141	1	2	小蛮
392141	1	2	小蛮
392141	2	0	耶律璟
392205	1	2	小遇
392205	2	0	小青
392205	2	0	小青
392205	1	1	阿武
392205	2	0	阿源
392331	1	1	小帅哥
392455	2	0	阿布
392455	2	0	阿布
392461	1	2	希亚
392855	2	0	阿婆
392876	2	0	凯瑟琳
392876	2	0	爱德华
392925	2	0	阿松
392926	2	0	小蛇
392926	3	2	老扁
392934	2	0	小霞
392952	1	1	老张
392954	1	1	小妖
392954	1	2	老妖
392982	1	1	莱斯
393045	1	1	丹尼尔
393045	1	2	蕾切尔·维兹
393064	1	1	阿莲
393189	2	0	二郎神
393189	2	0	小瑛
393189	1	1	小西
393203	2	0	胤祉
393203	2	0	胤祉
393203	2	0	胤禵
393203	2	0	胤禵
393294	1	1	共工
393294	2	0	少昊
393353	1	2	小磊
393367	1	1	威列·米尔安尼思·杰
393367	2	0	柔柔
393479	2	0	胤祥
393479	2	0	胤祥
393479	1	1	胤禛
393479	1	1	胤禛
393587	1	1	阿尹
393842	1	1	克里斯
393842	2	0	维多利亚
393842	2	0	马克
393860	2	0	阿木童
393936	1	2	阿惠
394037	1	2	小孩
394236	1	2	胤禛
394236	1	2	胤禛
394260	1	1	老白
394295	3	0	小八
394385	2	0	胤祥
394385	2	0	胤祥
394385	2	0	胤禛
394385	2	0	胤禛
394487	2	0	罗斯
394625	2	0	小光
394625	1	1	小秋
394634	2	0	雷诺
394644	1	1	魔灵
394812	1	2	塞西莉亚
394992	2	0	阿静
395035	1	1	阿凤
395077	2	0	妲己
395084	1	2	小悠
395142	2	0	宝儿
395180	2	0	紫玉
395209	1	1	胤裪
395209	1	1	胤裪
395250	1	1	小羽
395263	1	2	有纪
395353	1	1	胤禛
395353	1	1	胤禛
395366	2	0	小守
395366	2	0	小宫
395616	2	0	老姚
395661	1	1	胤禩
395661	1	1	胤禩
395763	2	0	大头
395771	2	0	索菲娅
395960	1	1	伊莎贝拉
395960	2	0	诺雅·斯特兰
396035	2	0	索尼娅
396204	2	0	妲己
396204	2	0	子夏
396204	2	0	帝辛
396291	1	2	胤禛
396291	1	2	胤禛
396291	2	0	胤禩
396291	2	0	胤禩
396362	2	0	查尔斯
396362	2	0	格雷
396366	1	2	永宁
396366	1	1	胤禟
396366	1	1	胤禟
396397	2	0	菲尔德
396397	1	1	雷诺
396461	2	0	小顺
396747	1	1	小豹子
396767	2	0	胤禛
396767	2	0	胤禛
396767	1	1	胤禩
396767	1	1	胤禩
396876	2	0	克里斯
396876	2	0	卡特琳娜
396905	2	0	小灰
397040	2	0	小倪
397175	1	1	小哲
397217	1	2	玛丽
397228	1	1	德宝
397228	2	0	绿珠
397355	1	2	胤佑
397355	2	0	胤祥
397355	2	0	胤祥
397355	2	0	胤祯
397355	2	0	胤祯
397355	2	0	胤禛
397355	2	0	胤禛
397355	2	0	胤禟
397355	2	0	胤禟
397359	2	0	小乔
397359	2	0	小乔
397370	2	0	小清
397402	1	1	小依
397407	2	0	小诺
397444	1	2	老魏
397486	2	0	小满
397495	2	0	春生·二牛·小莲
397569	1	1	阿议
397710	1	1	安娜
397778	2	0	阿泰
397785	1	1	大蛇
397832	1	1	胤祥
397832	1	1	胤祥
397893	1	1	大哥
397947	1	1	老陈
397965	1	1	天浩
398002	2	0	林恩
398114	2	0	阿一
398265	2	0	老康
398265	2	0	胤祥
398265	2	0	胤祥
398265	1	1	胤禛
398265	1	1	胤禛
398422	1	1	阿染
398485	2	0	小山
398485	1	1	山下智久
398485	1	1	手越佑也
398485	2	0	锦户亮
398516	3	0	大姐
398574	2	0	兰斯
398574	2	0	小曼
398641	1	1	桃子
398700	2	0	胤礼
398700	2	0	胤礼等
398700	1	1	胤祥
398700	1	1	胤祥
398700	2	0	胤祯
398700	2	0	胤祯
398700	2	0	胤祹
398700	2	0	胤禛
398700	2	0	胤禛
398700	2	0	胤禟
398700	2	0	胤禟
398700	2	0	胤禩
398700	2	0	胤禩
398700	2	0	胤锇
398751	2	0	美智子
398762	2	0	小小
398762	2	0	小小
398875	1	1	小雯
398929	1	2	小荏
398929	1	2	小雨
399057	2	0	大森静
399111	1	1	炎亚纶
399127	2	0	小晴
399127	1	1	小雪
399188	1	1	橘庆太
399207	1	2	阿九
399307	2	0	马克
399385	1	2	绿珠
399431	1	1	地藏王
399468	1	1	小秋
399492	1	1	胭脂
399752	1	0	克里斯
399801	2	0	小孩
399885	1	1	森·爱尔兰·威那斯
399900	2	0	大师兄
400002	2	0	迈克
400002	2	0	阿斯塔
400119	2	0	大哥
400253	3	1	胤祥
400253	3	1	胤祥
400253	3	0	胤禛
400253	3	0	胤禛
400281	1	1	胤禛
400281	1	1	胤禛
400281	2	0	胤禟
400281	2	0	胤禟
400373	1	2	阿无
400458	1	1	乔斯
400502	2	0	阿笑
400868	1	1	胤禟
400868	1	1	胤禟
400868	2	0	胤禩
400868	2	0	胤禩
400868	2	0	胤锇
401026	2	0	相叶弘树
401037	2	0	小卉
401037	3	2	小如
401037	2	0	英禄
401052	1	2	胤禩
401052	1	2	胤禩
401127	2	0	瑞奇
401255	2	0	嬴政
401472	1	2	小猫
401482	1	2	希拉
401580	2	0	小福
401748	1	2	佟佳氏·素儿
401754	2	0	天王
401842	1	2	小青
401842	1	2	小青
401847	1	1	小六
401847	1	1	小文
401936	1	1	乾隆帝
401936	2	0	嘉庆帝
401936	1	2	雪儿
401973	2	0	阿羽
402072	2	0	小绿
402079	2	0	小舞
402079	2	0	小颜
402084	1	2	小谢
402092	2	0	福纳斯罗·德·格莱利斯
402117	1	1	维尔
402125	1	1	洛卡·亚诺
402190	2	0	冰洁
402272	3	2	昭君
402424	1	2	小文
402424	1	2	尼娜
402426	2	0	胤祥
402426	2	0	胤祥
402426	2	0	胤祯
402426	2	0	胤祯
402426	1	1	胤禛
402426	1	1	胤禛
402467	1	1	爱新觉罗·锦妘
402481	2	0	卡尔文
402546	2	0	胤禛
402546	2	0	胤禛
402730	1	1	小栖
402730	2	0	小辽
402752	2	0	小佳以
402784	1	1	乔乔
402801	1	1	胤禛
402801	1	1	胤禛
402880	1	2	薇拉
402894	2	0	老橘子
402894	2	0	芙蓉
402910	1	2	小石
403063	1	2	小跃
403142	1	1	芭比
403250	2	0	小默
403304	2	0	瑞清
403512	2	0	胤祥
403512	2	0	胤祥
403512	2	0	胤祯
403512	2	0	胤祯
403512	2	0	胤禛
403512	2	0	胤禛
403585	2	0	迪亚斯
403646	1	1	好叶
403646	2	0	安娜
403721	1	1	小弟
403765	2	0	窈娘
403851	2	0	亚瑟
403851	1	2	小隐
403851	2	0	格林
403874	2	0	德妃
403874	1	2	胤禛
403874	1	2	胤禛
403874	2	0	良妃
404093	1	1	小浣熊
404127	1	1	亚瑟
404127	2	0	菲利普
404158	1	2	瑶姬
404160	3	1	小龙
404238	1	1	小盘
404238	2	0	飞龙
404252	1	1	小衾
404254	2	0	老车夫
404375	1	1	小冉
404375	1	2	小鱼
404399	2	0	宁逸也珂·穆野
404416	1	1	托尼
404416	1	1	杰克
404586	3	2	阿意
404696	3	2	阿蛮
404716	1	1	罗伊
404717	2	0	小芙
404760	2	0	小道
404778	2	0	格林
404786	2	0	阿紫
404906	1	2	丹尼尔
404910	2	0	胤祥
404910	2	0	胤祥
404910	1	1	胤祯
404910	1	1	胤祯
404910	2	0	胤禟
404910	2	0	胤禟
404940	2	0	胤祥
404940	2	0	胤祥
404940	2	0	胤祯
404940	2	0	胤祯
404940	2	0	胤禟
404940	2	0	胤禟
404940	2	0	胤裪
404940	2	0	胤裪
404971	2	0	阿惠
404992	1	2	夏洛特·卢卡斯
404992	2	0	威廉·威伯福斯
404992	2	0	威廉·皮特
404992	2	0	查尔斯·福克斯
405067	2	0	胤禛
405067	2	0	胤禛
405067	2	0	胤禟
405067	2	0	胤禟
405074	2	0	安格斯
405082	1	2	君君
405082	2	0	小霞等
405198	1	1	阿莉
405368	2	0	星野
405415	2	0	胤祥
405415	2	0	胤祥
405415	2	0	胤祯
405415	2	0	胤祯
405415	1	1	胤禛
405415	1	1	胤禛
405415	2	0	胤禟
405415	2	0	胤禟
405415	2	0	胤禩
405415	2	0	胤禩
405446	1	1	胤禟胤
405449	1	2	小九
405467	2	0	小雪
405495	2	0	阿俊
405616	2	0	小八
405639	1	1	阿金
405639	1	1	阿金
405698	2	0	小妖
406109	2	0	胤禛
406109	2	0	胤禛
406109	2	0	胤禟
406109	2	0	胤禟
406109	2	0	胤禩
406109	2	0	胤禩
406168	1	1	小灰
406197	1	1	小红帽
406366	2	0	胤礽
406366	2	0	胤礽
406366	2	0	胤祥
406366	2	0	胤祥
406366	1	1	胤禛
406366	1	1	胤禛
406366	2	0	胤禩
406366	2	0	胤禩
406485	1	2	阿囧号
406495	1	2	阿囧
406546	1	1	凯撒
406599	1	1	阿采
406639	1	2	小罗
406645	1	2	小罗
406702	2	0	小李
406723	1	1	小叶子
406733	2	0	安誉·白靖·莫离
406733	1	1	海因·海凌尘
406822	2	0	老张
406856	1	1	小白鹅
406939	1	1	小宣
406995	1	2	小三
407039	2	0	小言
407044	1	2	阿斯兰
407044	1	2	阿斯兰
407160	3	2	若兰
407177	2	0	小黑枪
407251	2	0	小碟
407333	1	1	小夜
407333	2	0	小碧
407333	2	0	小香
407380	1	2	阿馥
407489	2	0	比干
407569	1	2	大白
407569	1	1	小明
407569	2	0	老乔
407652	1	1	胤禩
407652	1	1	胤禩
407786	2	0	小布
407786	1	1	阿辛
407786	1	1	阿默
407786	1	1	阿默
407900	2	0	胤祥
407900	2	0	胤祥
407900	2	0	胤祯
407900	2	0	胤祯
407900	1	1	胤祹
407900	2	0	胤禛
407900	2	0	胤禛
407900	2	0	胤禟
407900	2	0	胤禟
407988	2	0	小乔
407988	2	0	小乔
408166	1	2	伊万·霍金斯
408166	2	0	卡特
408166	2	0	麦克斯·威尔斯
408190	1	1	小青
408190	1	1	小青
408203	1	1	阿雎
408243	1	1	小梁
408249	2	0	小天
408256	2	0	小七
408256	2	0	小米
408256	2	0	小莲
408257	1	2	小玉精
408275	1	1	小变态
408506	2	0	炎亚纶
408530	2	0	迈克
408531	2	0	小蓓
408592	2	0	胤祥
408592	2	0	胤祥
408592	1	1	胤禛
408592	1	1	胤禛
408673	2	0	小王
408673	1	2	阿冷
408767	2	0	胤禛
408767	2	0	胤禛
408877	1	2	加洛
408877	2	0	小蔡
408877	2	0	阿斗
408877	2	0	阿斗
408972	1	1	阿建
409102	2	0	杰伊
409102	2	0	罗伊
409105	1	1	朱厉叶·亚力山大
409105	1	2	萝蜜鸥·莎士比亚
409163	2	0	小君
409167	1	2	阿丑
409167	1	2	阿丑
409275	1	2	子言
409315	1	0	杰尼斯
409361	2	0	罗达
409408	1	2	卡拉
409635	2	0	小莲
409680	2	0	小顺
409706	2	0	安娜
409842	1	2	小希
409849	1	1	上杉谦信
409849	2	0	山本勘助
409849	1	2	武田信玄
409849	2	0	阿由
409849	2	0	高坂昌信
409895	2	0	小青蛙
410075	2	0	辛迪
410096	2	0	小娅
410112	1	1	阿雪
410220	1	1	芙蓉
410254	1	2	阿暖
410445	2	0	小晨
410474	2	0	阿修
410585	1	2	若水
410753	1	2	阿裴
411190	2	0	玛丽
411347	2	0	小魂
411539	2	0	慧妃
411811	1	1	阿狸
411903	1	1	老吴
411958	2	0	乔伊
412006	2	0	小狐
412006	1	1	胤禛
412006	1	1	胤禛
412006	2	0	胤禟
412006	2	0	胤禟
412040	2	0	胤禛
412040	2	0	胤禛
412070	2	0	小催
412079	1	2	小艾
412112	2	0	老占头
412112	2	0	阿敏
412112	2	0	阿敏
412112	2	0	阿梁
412178	1	2	格拉迪斯
412313	1	1	克拉伦斯
412345	2	0	阿丁尼
412420	1	1	子夜
412434	1	1	重华
412476	2	0	小弘
412479	2	0	小吟
412629	1	1	大武艺
412629	1	1	大武艺
412629	2	0	大湘荣
412689	3	0	约瑟芬
412715	1	2	曼陀罗
412719	2	0	哈伦
412719	2	0	艾伦
412727	1	1	亚瑟
412736	2	0	小诺
412736	2	0	小麦
412736	1	2	阿瑟
412736	1	2	阿瑟
412764	1	1	莉莉丝
412802	2	0	小约翰
412802	2	0	小约翰
412805	1	1	小沅
412814	1	2	珍妃
412877	1	2	小样
